country;country_code;year_week;age_group;new_cases;population;rate_14_day_per_100k;source
France;FR;2022-23;65-79yr;33621;9860434;624.4045647484;TESSy COVID-19
France;FR;2022-24;65-79yr;48837;9860434;836.2512238305;TESSy COVID-19
France;FR;2022-25;65-79yr;72808;9860434;1233.667808131;TESSy COVID-19
France;FR;2022-26;65-79yr;109165;9860434;1845.4867199557;TESSy COVID-19
France;FR;2022-27;65-79yr;130528;9860434;2430.8564917122;TESSy COVID-19
France;FR;2022-28;65-79yr;104682;9860434;2385.3919614492;TESSy COVID-19
France;FR;2022-29;65-79yr;82185;9860434;1895.1194237495;TESSy COVID-19
France;FR;2022-30;65-79yr;54145;9860434;1382.5963441366;TESSy COVID-19
France;FR;2022-31;65-79yr;36025;9860434;914.4627913944;TESSy COVID-19
France;FR;2022-32;65-79yr;26032;9860434;629.3536369697;TESSy COVID-19
France;FR;2022-33;65-79yr;20623;9860434;473.1536157536;TESSy COVID-19
France;FR;2022-34;65-79yr;19396;9860434;405.8543467762;TESSy COVID-19
France;FR;2022-35;65-79yr;17183;9860434;370.9674442322;TESSy COVID-19
France;FR;2022-36;65-79yr;15774;9860434;334.2347811466;TESSy COVID-19
France;FR;2022-37;65-79yr;21102;9860434;373.979482039;TESSy COVID-19
France;FR;2022-38;65-79yr;29311;9860434;511.2655284747;TESSy COVID-19
France;FR;2022-39;65-79yr;49018;9860434;794.3767992362;TESSy COVID-19
France;FR;2022-40;65-79yr;69261;9860434;1199.5313796533;TESSy COVID-19
France;FR;2022-41;65-79yr;75720;9860434;1470.33081911;TESSy COVID-19
France;FR;2022-42;65-79yr;67677;9860434;1454.2666174734;TESSy COVID-19
France;FR;2022-43;65-79yr;44656;9860434;1139.2297742675;TESSy COVID-19
France;FR;2022-44;65-79yr;30368;9860434;760.8590047862;TESSy COVID-19
France;FR;2022-45;65-79yr;26858;9860434;580.3598502865;TESSy COVID-19
France;FR;2022-46;65-79yr;35005;9860434;627.3861779309;TESSy COVID-19
France;FR;2022-47;65-79yr;43599;9860434;797.1657231315;TESSy COVID-19
France;FR;2022-48;65-79yr;58291;9860434;1033.3216570386;TESSy COVID-19
France;FR;2022-49;65-79yr;69714;9860434;1298.1680116717;TESSy COVID-19
France;FR;2022-50;65-79yr;67907;9860434;1395.689074132;TESSy COVID-19
France;FR;2022-51;65-79yr;57437;9860434;1271.1813699073;TESSy COVID-19
France;FR;2022-52;65-79yr;32831;9860434;915.4566624552;TESSy COVID-19
France;FR;2023-01;65-79yr;16582;9860434;501.1239870375;TESSy COVID-19
France;FR;2023-02;65-79yr;8069;9860434;249.999137969;TESSy COVID-19
France;FR;2023-03;65-79yr;5062;9860434;133.1685806122;TESSy COVID-19
France;FR;2023-04;65-79yr;4422;9860434;96.1823789906;TESSy COVID-19
France;FR;2023-05;65-79yr;4139;9860434;86.8217362441;TESSy COVID-19
France;FR;2023-06;65-79yr;4134;9860434;83.9009723101;TESSy COVID-19
France;FR;2023-07;65-79yr;4518;9860434;87.7446165149;TESSy COVID-19
France;FR;2023-08;65-79yr;5145;9860434;97.9977149079;TESSy COVID-19
France;FR;2023-09;65-79yr;4783;9860434;100.6852233887;TESSy COVID-19
France;FR;2020-01;80+yr;0;4138943;NA;TESSy COVID-19
France;FR;2020-02;80+yr;0;4138943;NA;TESSy COVID-19
France;FR;2020-03;80+yr;0;4138943;NA;TESSy COVID-19
France;FR;2020-04;80+yr;0;4138943;NA;TESSy COVID-19
France;FR;2020-05;80+yr;1;4138943;0.024160758;TESSy COVID-19
France;FR;2020-06;80+yr;0;4138943;0.024160758;TESSy COVID-19
France;FR;2020-07;80+yr;0;4138943;NA;TESSy COVID-19
France;FR;2020-08;80+yr;1;4138943;NA;TESSy COVID-19
France;FR;2020-09;80+yr;11;4138943;0.2899290954;TESSy COVID-19
France;FR;2020-10;80+yr;122;4138943;3.2133808076;TESSy COVID-19
France;FR;2020-11;80+yr;720;4138943;20.3433581956;TESSy COVID-19
France;FR;2020-12;80+yr;567;4138943;31.0948954842;TESSy COVID-19
France;FR;2020-13;80+yr;0;4138943;NA;TESSy COVID-19
France;FR;2020-14;80+yr;0;4138943;NA;TESSy COVID-19
France;FR;2020-15;80+yr;0;4138943;NA;TESSy COVID-19
France;FR;2020-16;80+yr;0;4138943;NA;TESSy COVID-19
France;FR;2020-17;80+yr;0;4138943;NA;TESSy COVID-19
France;FR;2020-18;80+yr;0;4138943;NA;TESSy COVID-19
France;FR;2020-19;80+yr;0;4138943;NA;TESSy COVID-19
France;FR;2020-20;80+yr;779;4138943;NA;TESSy COVID-19
France;FR;2020-21;80+yr;1266;4138943;49.4087500118;TESSy COVID-19
France;FR;2020-22;80+yr;829;4138943;50.6167879094;TESSy COVID-19
France;FR;2020-23;80+yr;585;4138943;34.1633117441;TESSy COVID-19
France;FR;2020-24;80+yr;377;4138943;23.2426491498;TESSy COVID-19
France;FR;2020-25;80+yr;269;4138943;15.607849637;TESSy COVID-19
France;FR;2020-26;80+yr;239;4138943;12.2736650396;TESSy COVID-19
France;FR;2020-27;80+yr;254;4138943;11.9112536703;TESSy COVID-19
France;FR;2020-28;80+yr;181;4138943;10.5099297091;TESSy COVID-19
France;FR;2020-29;80+yr;188;4138943;8.9153196843;TESSy COVID-19
France;FR;2020-30;80+yr;252;4138943;10.6307334989;TESSy COVID-19
France;FR;2020-31;80+yr;294;4138943;13.1917738418;TESSy COVID-19
France;FR;2020-32;80+yr;401;4138943;16.7917267766;TESSy COVID-19
France;FR;2020-33;80+yr;495;4138943;21.648039125;TESSy COVID-19
France;FR;2020-34;80+yr;616;4138943;26.8426020846;TESSy COVID-19
France;FR;2020-35;80+yr;870;4138943;35.9028863166;TESSy COVID-19
France;FR;2020-36;80+yr;1295;4138943;52.308040966;TESSy COVID-19
France;FR;2020-37;80+yr;2202;4138943;84.490170558;TESSy COVID-19
France;FR;2020-38;80+yr;2830;4138943;121.5769340143;TESSy COVID-19
France;FR;2020-39;80+yr;2771;4138943;135.324405289;TESSy COVID-19
France;FR;2020-40;80+yr;3046;4138943;140.5431290066;TESSy COVID-19
France;FR;2020-41;80+yr;5025;4138943;195.0014774303;TESSy COVID-19
France;FR;2020-42;80+yr;8838;4138943;334.9405874882;TESSy COVID-19
France;FR;2020-43;80+yr;17529;4138943;637.0467049196;TESSy COVID-19
France;FR;2020-44;80+yr;22975;4138943;978.6073400866;TESSy COVID-19
France;FR;2020-45;80+yr;23500;4138943;1122.8712258178;TESSy COVID-19
France;FR;2020-46;80+yr;19441;4138943;1037.4871072155;TESSy COVID-19
France;FR;2020-47;80+yr;14138;4138943;811.2940912692;TESSy COVID-19
France;FR;2020-48;80+yr;10431;4138943;593.6056621219;TESSy COVID-19
France;FR;2020-49;80+yr;10086;4138943;495.7062709006;TESSy COVID-19
France;FR;2020-50;80+yr;9898;4138943;482.8285869122;TESSy COVID-19
France;FR;2020-51;80+yr;10924;4138943;503.0753020759;TESSy COVID-19
France;FR;2020-52;80+yr;9094;4138943;483.6500526825;TESSy COVID-19
France;FR;2020-53;80+yr;8540;4138943;426.050805725;TESSy COVID-19
France;FR;2021-01;80+yr;10949;4138943;470.8690117259;TESSy COVID-19
France;FR;2021-02;80+yr;12377;4138943;563.5738399876;TESSy COVID-19
France;FR;2021-03;80+yr;12603;4138943;603.5357336402;TESSy COVID-19
France;FR;2021-04;80+yr;12744;4138943;612.4027318086;TESSy COVID-19
France;FR;2021-05;80+yr;11687;4138943;590.2714775246;TESSy COVID-19
France;FR;2021-06;80+yr;8844;4138943;496.0445215119;TESSy COVID-19
France;FR;2021-07;80+yr;8165;4138943;410.9503320051;TESSy COVID-19
France;FR;2021-08;80+yr;7449;4138943;377.2460746621;TESSy COVID-19
France;FR;2021-09;80+yr;6006;4138943;325.0829982438;TESSy COVID-19
France;FR;2021-10;80+yr;6098;4138943;292.4418142506;TESSy COVID-19
France;FR;2021-11;80+yr;6974;4138943;315.8294279482;TESSy COVID-19
France;FR;2021-12;80+yr;7755;4138943;355.8638038746;TESSy COVID-19
France;FR;2021-13;80+yr;8343;4138943;388.9398815108;TESSy COVID-19
France;FR;2021-14;80+yr;7319;4138943;378.4057910438;TESSy COVID-19
France;FR;2021-15;80+yr;7452;4138943;356.8785557085;TESSy COVID-19
France;FR;2021-16;80+yr;6792;4138943;344.1458362679;TESSy COVID-19
France;FR;2021-17;80+yr;5376;4138943;293.9881027596;TESSy COVID-19
France;FR;2021-18;80+yr;3685;4138943;218.9206278028;TESSy COVID-19
France;FR;2021-19;80+yr;2481;4138943;148.9752335318;TESSy COVID-19
France;FR;2021-20;80+yr;1902;4138943;105.8966021035;TESSy COVID-19
France;FR;2021-21;80+yr;1399;4138943;79.7546619995;TESSy COVID-19
France;FR;2021-22;80+yr;1109;4138943;60.5951809435;TESSy COVID-19
France;FR;2021-23;80+yr;750;4138943;44.9148490327;TESSy COVID-19
France;FR;2021-24;80+yr;474;4138943;29.5727677332;TESSy COVID-19
France;FR;2021-25;80+yr;367;4138943;20.3191974376;TESSy COVID-19
France;FR;2021-26;80+yr;340;4138943;17.081655872;TESSy COVID-19
France;FR;2021-27;80+yr;364;4138943;17.0091735982;TESSy COVID-19
France;FR;2021-28;80+yr;589;4138943;23.0252023282;TESSy COVID-19
France;FR;2021-29;80+yr;1380;4138943;47.5725324074;TESSy COVID-19
France;FR;2021-30;80+yr;2281;4138943;88.4525348622;TESSy COVID-19
France;FR;2021-31;80+yr;3379;4138943;136.7498900081;TESSy COVID-19
France;FR;2021-32;80+yr;4067;4138943;179.9010037104;TESSy COVID-19
France;FR;2021-33;80+yr;3943;4138943;193.5276711953;TESSy COVID-19
France;FR;2021-34;80+yr;3459;4138943;178.8379303605;TESSy COVID-19
France;FR;2021-35;80+yr;2764;4138943;150.3523967351;TESSy COVID-19
France;FR;2021-36;80+yr;2131;4138943;118.2669101749;TESSy COVID-19
France;FR;2021-37;80+yr;1512;4138943;88.017641219;TESSy COVID-19
France;FR;2021-38;80+yr;1150;4138943;64.3159376681;TESSy COVID-19
France;FR;2021-39;80+yr;1142;4138943;55.3764572259;TESSy COVID-19
France;FR;2021-40;80+yr;1075;4138943;53.5644003795;TESSy COVID-19
France;FR;2021-41;80+yr;1365;4138943;58.9522494028;TESSy COVID-19
France;FR;2021-42;80+yr;1699;4138943;74.0285623648;TESSy COVID-19
France;FR;2021-43;80+yr;1742;4138943;83.1371681127;TESSy COVID-19
France;FR;2021-44;80+yr;1949;4138943;89.1773576007;TESSy COVID-19
France;FR;2021-45;80+yr;2378;4138943;104.5435996582;TESSy COVID-19
France;FR;2021-46;80+yr;3660;4138943;145.882656514;TESSy COVID-19
France;FR;2021-47;80+yr;4864;4138943;205.9463007826;TESSy COVID-19
France;FR;2021-48;80+yr;6588;4138943;276.689000066;TESSy COVID-19
France;FR;2021-49;80+yr;7124;4138943;331.2923130374;TESSy COVID-19
France;FR;2021-50;80+yr;7015;4138943;341.6089566829;TESSy COVID-19
France;FR;2021-51;80+yr;8424;4138943;373.0179420205;TESSy COVID-19
France;FR;2021-52;80+yr;24262;4138943;789.7185344181;TESSy COVID-19
France;FR;2022-01;80+yr;28546;4138943;1275.8813059276;TESSy COVID-19
France;FR;2022-02;80+yr;30287;4138943;1421.4498725882;TESSy COVID-19
France;FR;2022-03;80+yr;39616;4138943;1688.9094631166;TESSy COVID-19
France;FR;2022-04;80+yr;47585;4138943;2106.8422541697;TESSy COVID-19
France;FR;2022-05;80+yr;47299;4138943;2292.4693575147;TESSy COVID-19
France;FR;2022-06;80+yr;35924;4138943;2010.7307590368;TESSy COVID-19
France;FR;2022-07;80+yr;26383;4138943;1505.3843457134;TESSy COVID-19
France;FR;2022-08;80+yr;20120;4138943;1123.5477270405;TESSy COVID-19
France;FR;2022-09;80+yr;17045;4138943;897.934569285;TESSy COVID-19
France;FR;2022-10;80+yr;19977;4138943;894.4795808978;TESSy COVID-19
France;FR;2022-11;80+yr;29022;4138943;1183.8529788886;TESSy COVID-19
France;FR;2022-12;80+yr;39336;4138943;1651.5810920808;TESSy COVID-19
France;FR;2022-13;80+yr;50147;4138943;2161.9771038161;TESSy COVID-19
France;FR;2022-14;80+yr;50497;4138943;2431.6353233181;TESSy COVID-19
France;FR;2022-15;80+yr;51767;4138943;2470.7757512003;TESSy COVID-19
France;FR;2022-16;80+yr;38098;4138943;2171.2065133538;TESSy COVID-19
France;FR;2022-17;80+yr;28329;4138943;1604.9266684755;TESSy COVID-19
France;FR;2022-18;80+yr;17987;4138943;1119.0296653034;TESSy COVID-19
France;FR;2022-19;80+yr;12797;4138943;743.7647727934;TESSy COVID-19
France;FR;2022-20;80+yr;8994;4138943;526.4870765314;TESSy COVID-19
France;FR;2022-21;80+yr;6483;4138943;373.9360508226;TESSy COVID-19
France;FR;2022-22;80+yr;7805;4138943;345.2089096177;TESSy COVID-19
France;FR;2022-23;80+yr;9551;4138943;419.3341150144;TESSy COVID-19
France;FR;2022-24;80+yr;14103;4138943;571.4985685959;TESSy COVID-19
France;FR;2022-25;80+yr;20532;4138943;836.8078516665;TESSy COVID-19
France;FR;2022-26;80+yr;31771;4138943;1263.6801231619;TESSy COVID-19
France;FR;2022-27;80+yr;40417;4138943;1744.1167950368;TESSy COVID-19
France;FR;2022-28;80+yr;36023;4138943;1846.8483378486;TESSy COVID-19
France;FR;2022-29;80+yr;29940;4138943;1593.7160767858;TESSy COVID-19
France;FR;2022-30;80+yr;20989;4138943;1230.4832417359;TESSy COVID-19
France;FR;2022-31;80+yr;14556;4138943;858.7941414028;TESSy COVID-19
France;FR;2022-32;80+yr;10628;4138943;608.4645282624;TESSy COVID-19
France;FR;2022-33;80+yr;8466;4138943;461.3255123349;TESSy COVID-19
France;FR;2022-34;80+yr;7764;4138943;392.1291015605;TESSy COVID-19
France;FR;2022-35;80+yr;6598;4138943;346.9968057062;TESSy COVID-19
France;FR;2022-36;80+yr;6417;4138943;314.4522647449;TESSy COVID-19
France;FR;2022-37;80+yr;7359;4138943;332.8386015463;TESSy COVID-19
France;FR;2022-38;80+yr;10754;4138943;437.623808784;TESSy COVID-19
France;FR;2022-39;80+yr;19386;4138943;728.2052446724;TESSy COVID-19
France;FR;2022-40;80+yr;28595;4138943;1159.2573272935;TESSy COVID-19
France;FR;2022-41;80+yr;32666;4138943;1480.1121928956;TESSy COVID-19
France;FR;2022-42;80+yr;30391;4138943;1523.5049141774;TESSy COVID-19
France;FR;2022-43;80+yr;20152;4138943;1221.1571891664;TESSy COVID-19
France;FR;2022-44;80+yr;13855;4138943;821.6348956726;TESSy COVID-19
France;FR;2022-45;80+yr;13142;4138943;652.2679824293;TESSy COVID-19
France;FR;2022-46;80+yr;16013;4138943;704.4068980897;TESSy COVID-19
France;FR;2022-47;80+yr;19539;4138943;858.9632667084;TESSy COVID-19
France;FR;2022-48;80+yr;26041;4138943;1101.2473474508;TESSy COVID-19
France;FR;2022-49;80+yr;33317;4138943;1434.134270513;TESSy COVID-19
France;FR;2022-50;80+yr;34672;4138943;1642.6657723965;TESSy COVID-19
France;FR;2022-51;80+yr;30478;4138943;1574.0733805708;TESSy COVID-19
France;FR;2022-52;80+yr;17526;4138943;1159.8130247264;TESSy COVID-19
France;FR;2023-01;80+yr;9059;4138943;642.3137501531;TESSy COVID-19
France;FR;2023-02;80+yr;4928;4138943;337.9365214742;TESSy COVID-19
France;FR;2023-03;80+yr;3072;4138943;193.2860636158;TESSy COVID-19
France;FR;2023-04;80+yr;2619;4138943;137.4988735047;TESSy COVID-19
France;FR;2023-05;80+yr;2573;4138943;125.4426552866;TESSy COVID-19
France;FR;2023-06;80+yr;2751;4138943;128.6318753363;TESSy COVID-19
France;FR;2023-07;80+yr;2958;4138943;137.9337671478;TESSy COVID-19
France;FR;2023-08;80+yr;3129;4138943;147.0665336536;TESSy COVID-19
France;FR;2023-09;80+yr;3044;4138943;149.1443588375;TESSy COVID-19
Germany;DE;2020-01;<15yr;0;11477800;NA;TESSy COVID-19
Germany;DE;2020-02;<15yr;0;11477800;NA;TESSy COVID-19
Germany;DE;2020-03;<15yr;0;11477800;NA;TESSy COVID-19
Germany;DE;2020-04;<15yr;0;11477800;NA;TESSy COVID-19
Germany;DE;2020-05;<15yr;1;11477800;0.008712471;TESSy COVID-19
Germany;DE;2020-06;<15yr;1;11477800;0.0174249421;TESSy COVID-19
Germany;DE;2020-07;<15yr;2;11477800;0.0261374131;TESSy COVID-19
Germany;DE;2020-08;<15yr;1;11477800;0.0261374131;TESSy COVID-19
Germany;DE;2020-09;<15yr;4;11477800;0.0435623552;TESSy COVID-19
Germany;DE;2020-10;<15yr;38;11477800;0.3659237833;TESSy COVID-19
Germany;DE;2020-11;<15yr;193;11477800;2.0125808082;TESSy COVID-19
Germany;DE;2020-12;<15yr;562;11477800;6.5779156284;TESSy COVID-19
Germany;DE;2020-13;<15yr;879;11477800;12.5546707557;TESSy COVID-19
Germany;DE;2020-14;<15yr;988;11477800;16.2661834149;TESSy COVID-19
Germany;DE;2020-15;<15yr;780;11477800;15.4036487829;TESSy COVID-19
Germany;DE;2020-16;<15yr;556;11477800;11.6398612975;TESSy COVID-19
Germany;DE;2020-17;<15yr;530;11477800;9.4617435397;TESSy COVID-19
Germany;DE;2020-18;<15yr;391;11477800;8.0241858196;TESSy COVID-19
Germany;DE;2020-19;<15yr;369;11477800;6.6214779836;TESSy COVID-19
Germany;DE;2020-20;<15yr;344;11477800;6.2119918451;TESSy COVID-19
Germany;DE;2020-21;<15yr;309;11477800;5.6892435833;TESSy COVID-19
Germany;DE;2020-22;<15yr;317;11477800;5.4540068654;TESSy COVID-19
Germany;DE;2020-23;<15yr;309;11477800;5.4540068654;TESSy COVID-19
Germany;DE;2020-24;<15yr;351;11477800;5.7502308805;TESSy COVID-19
Germany;DE;2020-25;<15yr;528;11477800;7.6582620363;TESSy COVID-19
Germany;DE;2020-26;<15yr;422;11477800;8.2768474795;TESSy COVID-19
Germany;DE;2020-27;<15yr;372;11477800;6.9177019986;TESSy COVID-19
Germany;DE;2020-28;<15yr;363;11477800;6.4036662078;TESSy COVID-19
Germany;DE;2020-29;<15yr;427;11477800;6.8828521145;TESSy COVID-19
Germany;DE;2020-30;<15yr;501;11477800;8.0851731168;TESSy COVID-19
Germany;DE;2020-31;<15yr;597;11477800;9.5662931921;TESSy COVID-19
Germany;DE;2020-32;<15yr;837;11477800;12.4936834585;TESSy COVID-19
Germany;DE;2020-33;<15yr;1230;11477800;18.0086776211;TESSy COVID-19
Germany;DE;2020-34;<15yr;1227;11477800;21.4065413233;TESSy COVID-19
Germany;DE;2020-35;<15yr;1054;11477800;19.8731464218;TESSy COVID-19
Germany;DE;2020-36;<15yr;969;11477800;17.6253288958;TESSy COVID-19
Germany;DE;2020-37;<15yr;1041;11477800;17.5120667724;TESSy COVID-19
Germany;DE;2020-38;<15yr;1157;11477800;19.1500113262;TESSy COVID-19
Germany;DE;2020-39;<15yr;1268;11477800;21.1277422503;TESSy COVID-19
Germany;DE;2020-40;<15yr;1470;11477800;23.854745683;TESSy COVID-19
Germany;DE;2020-41;<15yr;2284;11477800;32.7066162505;TESSy COVID-19
Germany;DE;2020-42;<15yr;3495;11477800;50.3493700883;TESSy COVID-19
Germany;DE;2020-43;<15yr;5992;11477800;82.6552126714;TESSy COVID-19
Germany;DE;2020-44;<15yr;9046;11477800;131.0181393647;TESSy COVID-19
Germany;DE;2020-45;<15yr;10470;11477800;170.0325846417;TESSy COVID-19
Germany;DE;2020-46;<15yr;11292;11477800;189.6007945774;TESSy COVID-19
Germany;DE;2020-47;<15yr;11533;11477800;198.8621512833;TESSy COVID-19
Germany;DE;2020-48;<15yr;11247;11477800;198.470090087;TESSy COVID-19
Germany;DE;2020-49;<15yr;11053;11477800;194.2881039921;TESSy COVID-19
Germany;DE;2020-50;<15yr;12541;11477800;205.5620415062;TESSy COVID-19
Germany;DE;2020-51;<15yr;12604;11477800;219.0750840753;TESSy COVID-19
Germany;DE;2020-52;<15yr;8457;11477800;183.4933523846;TESSy COVID-19
Germany;DE;2020-53;<15yr;6031;11477800;126.2262802976;TESSy COVID-19
Germany;DE;2021-01;<15yr;7581;11477800;118.5941556744;TESSy COVID-19
Germany;DE;2021-02;<15yr;6719;11477800;124.5883357438;TESSy COVID-19
Germany;DE;2021-03;<15yr;5782;11477800;108.914600359;TESSy COVID-19
Germany;DE;2021-04;<15yr;5023;11477800;94.1382494903;TESSy COVID-19
Germany;DE;2021-05;<15yr;4805;11477800;85.626165293;TESSy COVID-19
Germany;DE;2021-06;<15yr;4122;11477800;77.776228894;TESSy COVID-19
Germany;DE;2021-07;<15yr;4448;11477800;74.665876736;TESSy COVID-19
Germany;DE;2021-08;<15yr;5751;11477800;88.8584920455;TESSy COVID-19
Germany;DE;2021-09;<15yr;7380;11477800;114.4034571085;TESSy COVID-19
Germany;DE;2021-10;<15yr;9508;11477800;147.1362107721;TESSy COVID-19
Germany;DE;2021-11;<15yr;12917;11477800;195.3771628709;TESSy COVID-19
Germany;DE;2021-12;<15yr;17375;11477800;263.9181724721;TESSy COVID-19
Germany;DE;2021-13;<15yr;14409;11477800;276.9171792504;TESSy COVID-19
Germany;DE;2021-14;<15yr;13784;11477800;245.6306957779;TESSy COVID-19
Germany;DE;2021-15;<15yr;19604;11477800;290.8919827842;TESSy COVID-19
Germany;DE;2021-16;<15yr;22576;11477800;367.492028089;TESSy COVID-19
Germany;DE;2021-17;<15yr;18932;11477800;361.6372475562;TESSy COVID-19
Germany;DE;2021-18;<15yr;15659;11477800;301.3730854345;TESSy COVID-19
Germany;DE;2021-19;<15yr;11557;11477800;237.1186115806;TESSy COVID-19
Germany;DE;2021-20;<15yr;9378;11477800;182.3955810347;TESSy COVID-19
Germany;DE;2021-21;<15yr;5407;11477800;128.8138841938;TESSy COVID-19
Germany;DE;2021-22;<15yr;4109;11477800;82.9078743313;TESSy COVID-19
Germany;DE;2021-23;<15yr;3057;11477800;62.4335674084;TESSy COVID-19
Germany;DE;2021-24;<15yr;1611;11477800;40.6698147729;TESSy COVID-19
Germany;DE;2021-25;<15yr;1067;11477800;23.3319974211;TESSy COVID-19
Germany;DE;2021-26;<15yr;731;11477800;15.6650229138;TESSy COVID-19
Germany;DE;2021-27;<15yr;686;11477800;12.345571451;TESSy COVID-19
Germany;DE;2021-28;<15yr;1114;11477800;15.6824478559;TESSy COVID-19
Germany;DE;2021-29;<15yr;1609;11477800;23.7240586175;TESSy COVID-19
Germany;DE;2021-30;<15yr;2245;11477800;33.5778633536;TESSy COVID-19
Germany;DE;2021-31;<15yr;3383;11477800;49.0337869627;TESSy COVID-19
Germany;DE;2021-32;<15yr;5654;11477800;78.7346007075;TESSy COVID-19
Germany;DE;2021-33;<15yr;10857;11477800;143.8516091934;TESSy COVID-19
Germany;DE;2021-34;<15yr;15323;11477800;228.0924915925;TESSy COVID-19
Germany;DE;2021-35;<15yr;18581;11477800;295.3876178362;TESSy COVID-19
Germany;DE;2021-36;<15yr;17643;11477800;315.6005506282;TESSy COVID-19
Germany;DE;2021-37;<15yr;15913;11477800;292.3556779174;TESSy COVID-19
Germany;DE;2021-38;<15yr;13792;11477800;258.8039519769;TESSy COVID-19
Germany;DE;2021-39;<15yr;14096;11477800;242.9733921135;TESSy COVID-19
Germany;DE;2021-40;<15yr;13385;11477800;239.4274164038;TESSy COVID-19
Germany;DE;2021-41;<15yr;13915;11477800;237.8504591472;TESSy COVID-19
Germany;DE;2021-42;<15yr;18971;11477800;286.5183223266;TESSy COVID-19
Germany;DE;2021-43;<15yr;27804;11477800;407.5258324766;TESSy COVID-19
Germany;DE;2021-44;<15yr;32972;11477800;529.5091393821;TESSy COVID-19
Germany;DE;2021-45;<15yr;57971;11477800;792.3382529753;TESSy COVID-19
Germany;DE;2021-46;<15yr;76048;11477800;1167.6366551081;TESSy COVID-19
Germany;DE;2021-47;<15yr;87492;11477800;1424.8375124153;TESSy COVID-19
Germany;DE;2021-48;<15yr;85873;11477800;1510.4375402952;TESSy COVID-19
Germany;DE;2021-49;<15yr;79349;11477800;1439.4918886895;TESSy COVID-19
Germany;DE;2021-50;<15yr;66617;11477800;1271.7245465159;TESSy COVID-19
Germany;DE;2021-51;<15yr;44618;11477800;969.131715137;TESSy COVID-19
Germany;DE;2021-52;<15yr;33657;11477800;681.9686699542;TESSy COVID-19
Germany;DE;2022-01;<15yr;48354;11477800;714.5184617261;TESSy COVID-19
Germany;DE;2022-02;<15yr;103977;11477800;1327.1794246284;TESSy COVID-19
Germany;DE;2022-03;<15yr;215504;11477800;2783.4689574657;TESSy COVID-19
Germany;DE;2022-04;<15yr;307242;11477800;4554.4093815888;TESSy COVID-19
Germany;DE;2022-05;<15yr;331328;11477800;5563.5226262873;TESSy COVID-19
Germany;DE;2022-06;<15yr;310708;11477800;5593.7200508808;TESSy COVID-19
Germany;DE;2022-07;<15yr;257931;11477800;4954.250814616;TESSy COVID-19
Germany;DE;2022-08;<15yr;221601;11477800;4177.9086584537;TESSy COVID-19
Germany;DE;2022-09;<15yr;200329;11477800;3676.0529021241;TESSy COVID-19
Germany;DE;2022-10;<15yr;241694;11477800;3851.1125825507;TESSy COVID-19
Germany;DE;2022-11;<15yr;263559;11477800;4402.0021258429;TESSy COVID-19
Germany;DE;2022-12;<15yr;267181;11477800;4624.0568750109;TESSy COVID-19
Germany;DE;2022-13;<15yr;202690;11477800;4093.7374758229;TESSy COVID-19
Germany;DE;2022-14;<15yr;147862;11477800;3054.174144871;TESSy COVID-19
Germany;DE;2022-15;<15yr;100219;11477800;2161.3985258499;TESSy COVID-19
Germany;DE;2022-16;<15yr;76298;11477800;1537.899248985;TESSy COVID-19
Germany;DE;2022-17;<15yr;72246;11477800;1294.1852968339;TESSy COVID-19
Germany;DE;2022-18;<15yr;61827;11477800;1168.1071285438;TESSy COVID-19
Germany;DE;2022-19;<15yr;54377;11477800;1012.4239836903;TESSy COVID-19
Germany;DE;2022-20;<15yr;35738;11477800;785.1243269616;TESSy COVID-19
Germany;DE;2022-21;<15yr;19747;11477800;483.4114551569;TESSy COVID-19
Germany;DE;2022-22;<15yr;19523;11477800;342.1387373887;TESSy COVID-19
Germany;DE;2022-23;<15yr;24920;11477800;387.2083500322;TESSy COVID-19
Germany;DE;2022-24;<15yr;32116;11477800;496.924497726;TESSy COVID-19
Germany;DE;2022-25;<15yr;48310;11477800;700.7091951419;TESSy COVID-19
Germany;DE;2022-26;<15yr;54240;11477800;893.4639042325;TESSy COVID-19
Germany;DE;2022-27;<15yr;55787;11477800;958.6070501316;TESSy COVID-19
Germany;DE;2022-28;<15yr;58255;11477800;993.5876213212;TESSy COVID-19
Germany;DE;2022-29;<15yr;48964;11477800;934.1424314764;TESSy COVID-19
Germany;DE;2022-30;<15yr;31987;11477800;705.2832424332;TESSy COVID-19
Germany;DE;2022-31;<15yr;21145;11477800;462.9110108209;TESSy COVID-19
Germany;DE;2022-32;<15yr;19285;11477800;352.2452037847;TESSy COVID-19
Germany;DE;2022-33;<15yr;20315;11477800;345.0138528289;TESSy COVID-19
Germany;DE;2022-34;<15yr;20611;11477800;356.5665894161;TESSy COVID-19
Germany;DE;2022-35;<15yr;18348;11477800;339.429158898;TESSy COVID-19
Germany;DE;2022-36;<15yr;18591;11477800;321.8299674154;TESSy COVID-19
Germany;DE;2022-37;<15yr;19703;11477800;333.6353656624;TESSy COVID-19
Germany;DE;2022-38;<15yr;22650;11477800;368.9992855774;TESSy COVID-19
Germany;DE;2022-39;<15yr;27008;11477800;432.6438864591;TESSy COVID-19
Germany;DE;2022-40;<15yr;25611;11477800;458.441513182;TESSy COVID-19
Germany;DE;2022-41;<15yr;26007;11477800;449.7203296799;TESSy COVID-19
Germany;DE;2022-42;<15yr;24664;11477800;441.4696196135;TESSy COVID-19
