country;country_code;year_week;age_group;new_cases;population;rate_14_day_per_100k;source
Greece;EL;2021-12;25-49yr;7658;3433775;431.5075973236;TESSy COVID-19
Greece;EL;2021-13;25-49yr;9351;3433775;495.3440455475;TESSy COVID-19
Greece;EL;2021-14;25-49yr;8979;3433775;533.814824792;TESSy COVID-19
Greece;EL;2021-15;25-49yr;8417;3433775;506.6144403754;TESSy COVID-19
Greece;EL;2021-16;25-49yr;7793;3433775;472.0751942105;TESSy COVID-19
Greece;EL;2021-17;25-49yr;6396;3433775;413.2186878872;TESSy COVID-19
Greece;EL;2021-18;25-49yr;6526;3433775;376.3205218746;TESSy COVID-19
Greece;EL;2021-19;25-49yr;6098;3433775;367.6420266325;TESSy COVID-19
Greece;EL;2021-20;25-49yr;4966;3433775;322.210977714;TESSy COVID-19
Greece;EL;2021-21;25-49yr;4595;3433775;278.4399094291;TESSy COVID-19
Greece;EL;2021-22;25-49yr;3181;3433775;226.4563053782;TESSy COVID-19
Greece;EL;2021-23;25-49yr;2097;3433775;153.7083821741;TESSy COVID-19
Greece;EL;2021-24;25-49yr;1394;3433775;101.6665331887;TESSy COVID-19
Greece;EL;2021-25;25-49yr;1141;3433775;73.8254544925;TESSy COVID-19
Greece;EL;2021-26;25-49yr;1950;3433775;90.0175462865;TESSy COVID-19
Greece;EL;2021-27;25-49yr;4677;3433775;192.9945905017;TESSy COVID-19
Greece;EL;2021-28;25-49yr;6882;3433775;336.6265990055;TESSy COVID-19
Greece;EL;2021-29;25-49yr;6960;3433775;403.1131917496;TESSy COVID-19
Greece;EL;2021-30;25-49yr;6678;3433775;397.1722084295;TESSy COVID-19
Greece;EL;2021-31;25-49yr;7396;3433775;409.8696041529;TESSy COVID-19
Greece;EL;2021-32;25-49yr;8451;3433775;461.5037385967;TESSy COVID-19
Greece;EL;2021-33;25-49yr;8812;3433775;502.7411522304;TESSy COVID-19
Greece;EL;2021-34;25-49yr;8843;3433775;514.1571593945;TESSy COVID-19
Greece;EL;2021-35;25-49yr;7045;3433775;462.6977597542;TESSy COVID-19
Greece;EL;2021-36;25-49yr;5896;3433775;376.8738487525;TESSy COVID-19
Greece;EL;2021-37;25-49yr;5921;3433775;344.1401955574;TESSy COVID-19
Greece;EL;2021-38;25-49yr;5154;3433775;322.5313248538;TESSy COVID-19
Greece;EL;2021-39;25-49yr;5537;3433775;311.3482974278;TESSy COVID-19
Greece;EL;2021-40;25-49yr;5624;3433775;325.0358570378;TESSy COVID-19
Greece;EL;2021-41;25-49yr;6556;3433775;354.7116511711;TESSy COVID-19
Greece;EL;2021-42;25-49yr;8249;3433775;431.1581277166;TESSy COVID-19
Greece;EL;2021-43;25-49yr;9871;3433775;527.6991066683;TESSy COVID-19
Greece;EL;2021-44;25-49yr;16980;3433775;781.9673682754;TESSy COVID-19
Greece;EL;2021-45;25-49yr;17571;3433775;1006.2103661422;TESSy COVID-19
Greece;EL;2021-46;25-49yr;17801;3433775;1030.1199117589;TESSy COVID-19
Greece;EL;2021-47;25-49yr;17221;3433775;1019.9270482195;TESSy COVID-19
Greece;EL;2021-48;25-49yr;15283;3433775;946.5966756704;TESSy COVID-19
Greece;EL;2021-49;25-49yr;13438;3433775;836.4263820431;TESSy COVID-19
Greece;EL;2021-50;25-49yr;11720;3433775;732.663031212;TESSy COVID-19
Greece;EL;2021-51;25-49yr;20472;3433775;937.5104658867;TESSy COVID-19
Greece;EL;2021-52;25-49yr;94564;3433775;3350.1321431952;TESSy COVID-19
Greece;EL;2022-01;25-49yr;107294;3433775;5878.6029952458;TESSy COVID-19
Greece;EL;2022-02;25-49yr;57160;3433775;4789.3062300238;TESSy COVID-19
Greece;EL;2022-03;25-49yr;48687;3433775;3082.5257915851;TESSy COVID-19
Greece;EL;2022-04;25-49yr;49542;3433775;2860.6708360332;TESSy COVID-19
Greece;EL;2022-05;25-49yr;45766;3433775;2775.6041091801;TESSy COVID-19
Greece;EL;2022-06;25-49yr;44847;3433775;2638.8741254159;TESSy COVID-19
Greece;EL;2022-07;25-49yr;44389;3433775;2598.7724880052;TESSy COVID-19
Greece;EL;2022-08;25-49yr;37798;3433775;2393.4882163217;TESSy COVID-19
Greece;EL;2022-09;25-49yr;37347;3433775;2188.407801909;TESSy COVID-19
Greece;EL;2022-10;25-49yr;49652;3433775;2533.6255287548;TESSy COVID-19
Greece;EL;2022-11;25-49yr;56904;3433775;3103.1736208692;TESSy COVID-19
Greece;EL;2022-12;25-49yr;53214;3433775;3206.907849233;TESSy COVID-19
Greece;EL;2022-13;25-49yr;52855;3433775;3088.9909793158;TESSy COVID-19
Greece;EL;2022-14;25-49yr;34699;3433775;2549.7884980816;TESSy COVID-19
Greece;EL;2022-15;25-49yr;21745;3433775;1643.7885417653;TESSy COVID-19
Greece;EL;2022-16;25-49yr;16315;3433775;1108.4011037415;TESSy COVID-19
Greece;EL;2022-17;25-49yr;17190;3433775;975.748265393;TESSy COVID-19
Greece;EL;2022-18;25-49yr;11990;3433775;849.7935945133;TESSy COVID-19
Greece;EL;2022-19;25-49yr;11086;3433775;672.0300543862;TESSy COVID-19
Greece;EL;2022-20;25-49yr;10236;3433775;620.9492468202;TESSy COVID-19
Greece;EL;2022-21;25-49yr;10203;3433775;595.2341082337;TESSy COVID-19
Greece;EL;2022-22;25-49yr;10187;3433775;593.8071073381;TESSy COVID-19
Greece;EL;2022-23;25-49yr;12649;3433775;665.0406622449;TESSy COVID-19
Greece;EL;2022-24;25-49yr;19733;3433775;943.0437346652;TESSy COVID-19
Greece;EL;2022-25;25-49yr;30645;3433775;1467.1316553939;TESSy COVID-19
Greece;EL;2022-26;25-49yr;42372;3433775;2126.4351915894;TESSy COVID-19
Greece;EL;2022-27;25-49yr;48029;3433775;2632.7001623578;TESSy COVID-19
Greece;EL;2022-28;25-49yr;45858;3433775;2734.2210832102;TESSy COVID-19
Greece;EL;2022-29;25-49yr;41188;3433775;2534.9942847158;TESSy COVID-19
Greece;EL;2022-30;25-49yr;35143;3433775;2222.9470480739;TESSy COVID-19
Greece;EL;2022-31;25-49yr;27411;3433775;1821.7268166959;TESSy COVID-19
Greece;EL;2022-32;25-49yr;19386;3433775;1362.8441001522;TESSy COVID-19
Greece;EL;2022-33;25-49yr;15269;3433775;1009.2391027368;TESSy COVID-19
Greece;EL;2022-34;25-49yr;13434;3433775;835.9021776325;TESSy COVID-19
Greece;EL;2022-35;25-49yr;10662;3433775;701.7349709867;TESSy COVID-19
Greece;EL;2022-36;25-49yr;8754;3433775;565.4418242313;TESSy COVID-19
Greece;EL;2022-37;25-49yr;9064;3433775;518.9041215572;TESSy COVID-19
Greece;EL;2022-38;25-49yr;11144;3433775;588.5068182976;TESSy COVID-19
Greece;EL;2022-39;25-49yr;13712;3433775;723.8680461009;TESSy COVID-19
Greece;EL;2022-40;25-49yr;13005;3433775;778.0649576632;TESSy COVID-19
Greece;EL;2022-41;25-49yr;13931;3433775;784.4427779922;TESSy COVID-19
Greece;EL;2022-42;25-49yr;13004;3433775;784.4136555249;TESSy COVID-19
Greece;EL;2022-43;25-49yr;13147;3433775;761.5816411966;TESSy COVID-19
Greece;EL;2022-44;25-49yr;14479;3433775;804.5372803984;TESSy COVID-19
Greece;EL;2022-45;25-49yr;13003;3433775;800.3436451136;TESSy COVID-19
Greece;EL;2022-46;25-49yr;12511;3433775;743.0306295549;TESSy COVID-19
Greece;EL;2022-47;25-49yr;9770;3433775;648.8776929181;TESSy COVID-19
Greece;EL;2022-48;25-49yr;10110;3433775;578.9546490379;TESSy COVID-19
Greece;EL;2022-49;25-49yr;11899;3433775;640.9563818247;TESSy COVID-19
Greece;EL;2022-50;25-49yr;10382;3433775;648.8776929181;TESSy COVID-19
Greece;EL;2022-51;25-49yr;8447;3433775;548.3469359524;TESSy COVID-19
Greece;EL;2022-52;25-49yr;11795;3433775;589.4969821843;TESSy COVID-19
Greece;EL;2023-01;25-49yr;13404;3433775;733.8570523695;TESSy COVID-19
Greece;EL;2023-02;25-49yr;10498;3433775;696.0852123392;TESSy COVID-19
Greece;EL;2023-03;25-49yr;7189;3433775;515.0890783467;TESSy COVID-19
Greece;EL;2023-04;25-49yr;4531;3433775;341.3153162336;TESSy COVID-19
Greece;EL;2023-05;25-49yr;3673;3433775;238.9207213635;TESSy COVID-19
Greece;EL;2023-06;25-49yr;3470;3433775;208.0217836055;TESSy COVID-19
Greece;EL;2023-07;25-49yr;3929;3433775;215.4771352229;TESSy COVID-19
Greece;EL;2023-08;25-49yr;4455;3433775;244.1627654695;TESSy COVID-19
Greece;EL;2023-09;25-49yr;4122;3433775;249.7834016498;TESSy COVID-19
Greece;EL;2020-01;50-64yr;0;2214915;NA;TESSy COVID-19
Greece;EL;2020-02;50-64yr;0;2214915;0;TESSy COVID-19
Greece;EL;2020-03;50-64yr;0;2214915;0;TESSy COVID-19
Greece;EL;2020-04;50-64yr;0;2214915;0;TESSy COVID-19
Greece;EL;2020-05;50-64yr;0;2214915;0;TESSy COVID-19
Greece;EL;2020-06;50-64yr;0;2214915;0;TESSy COVID-19
Greece;EL;2020-07;50-64yr;0;2214915;0;TESSy COVID-19
Greece;EL;2020-08;50-64yr;0;2214915;0;TESSy COVID-19
Greece;EL;2020-09;50-64yr;1;2214915;0.0451484594;TESSy COVID-19
Greece;EL;2020-10;50-64yr;25;2214915;1.173859945;TESSy COVID-19
Greece;EL;2020-11;50-64yr;97;2214915;5.5081120494;TESSy COVID-19
Greece;EL;2020-12;50-64yr;127;2214915;10.1132549105;TESSy COVID-19
Greece;EL;2020-13;50-64yr;146;2214915;12.3255294221;TESSy COVID-19
Greece;EL;2020-14;50-64yr;120;2214915;12.0094902062;TESSy COVID-19
Greece;EL;2020-15;50-64yr;64;2214915;8.3073165336;TESSy COVID-19
Greece;EL;2020-16;50-64yr;29;2214915;4.1988067262;TESSy COVID-19
Greece;EL;2020-17;50-64yr;31;2214915;2.7089075653;TESSy COVID-19
Greece;EL;2020-18;50-64yr;19;2214915;2.2574229711;TESSy COVID-19
Greece;EL;2020-19;50-64yr;27;2214915;2.0768291334;TESSy COVID-19
Greece;EL;2020-20;50-64yr;20;2214915;2.1219775928;TESSy COVID-19
Greece;EL;2020-21;50-64yr;6;2214915;1.173859945;TESSy COVID-19
Greece;EL;2020-22;50-64yr;15;2214915;0.9481176479;TESSy COVID-19
Greece;EL;2020-23;50-64yr;30;2214915;2.031680674;TESSy COVID-19
Greece;EL;2020-24;50-64yr;34;2214915;2.889501403;TESSy COVID-19
Greece;EL;2020-25;50-64yr;21;2214915;2.4831652682;TESSy COVID-19
Greece;EL;2020-26;50-64yr;25;2214915;2.0768291334;TESSy COVID-19
Greece;EL;2020-27;50-64yr;39;2214915;2.889501403;TESSy COVID-19
Greece;EL;2020-28;50-64yr;56;2214915;4.2891036451;TESSy COVID-19
Greece;EL;2020-29;50-64yr;42;2214915;4.4245490233;TESSy COVID-19
Greece;EL;2020-30;50-64yr;63;2214915;4.7405882393;TESSy COVID-19
Greece;EL;2020-31;50-64yr;94;2214915;7.0883081292;TESSy COVID-19
Greece;EL;2020-32;50-64yr;163;2214915;11.6031540714;TESSy COVID-19
Greece;EL;2020-33;50-64yr;204;2214915;16.5694846078;TESSy COVID-19
Greece;EL;2020-34;50-64yr;259;2214915;20.9037367122;TESSy COVID-19
Greece;EL;2020-35;50-64yr;271;2214915;23.9286834935;TESSy COVID-19
Greece;EL;2020-36;50-64yr;283;2214915;25.0122465196;TESSy COVID-19
Greece;EL;2020-37;50-64yr;421;2214915;31.7845154329;TESSy COVID-19
Greece;EL;2020-38;50-64yr;417;2214915;37.8344089954;TESSy COVID-19
Greece;EL;2020-39;50-64yr;444;2214915;38.8728235621;TESSy COVID-19
Greece;EL;2020-40;50-64yr;531;2214915;44.0197479362;TESSy COVID-19
Greece;EL;2020-41;50-64yr;547;2214915;48.6700392566;TESSy COVID-19
Greece;EL;2020-42;50-64yr;640;2214915;53.5912213336;TESSy COVID-19
Greece;EL;2020-43;50-64yr;1139;2214915;80.3191093112;TESSy COVID-19
Greece;EL;2020-44;50-64yr;2100;2214915;146.2358600669;TESSy COVID-19
Greece;EL;2020-45;50-64yr;3733;2214915;263.3509638067;TESSy COVID-19
Greece;EL;2020-46;50-64yr;4689;2214915;380.2403252495;TESSy COVID-19
Greece;EL;2020-47;50-64yr;4319;2214915;406.6973224706;TESSy COVID-19
Greece;EL;2020-48;50-64yr;3213;2214915;340.0581963642;TESSy COVID-19
Greece;EL;2020-49;50-64yr;2718;2214915;267.7755128301;TESSy COVID-19
Greece;EL;2020-50;50-64yr;2105;2214915;217.7510197908;TESSy COVID-19
Greece;EL;2020-51;50-64yr;1546;2214915;164.8370253486;TESSy COVID-19
Greece;EL;2020-52;50-64yr;1109;2214915;119.8691597646;TESSy COVID-19
Greece;EL;2020-53;50-64yr;1087;2214915;99.14601689;TESSy COVID-19
Greece;EL;2021-01;50-64yr;1117;2214915;99.5072045654;TESSy COVID-19
Greece;EL;2021-02;50-64yr;847;2214915;88.6715743042;TESSy COVID-19
Greece;EL;2021-03;50-64yr;818;2214915;75.1721849371;TESSy COVID-19
Greece;EL;2021-04;50-64yr;1216;2214915;91.8319664637;TESSy COVID-19
Greece;EL;2021-05;50-64yr;1602;2214915;127.2283586503;TESSy COVID-19
Greece;EL;2021-06;50-64yr;1855;2214915;156.0782242208;TESSy COVID-19
Greece;EL;2021-07;50-64yr;1905;2214915;169.7582074256;TESSy COVID-19
Greece;EL;2021-08;50-64yr;2789;2214915;211.9268685254;TESSy COVID-19
Greece;EL;2021-09;50-64yr;3458;2214915;282.0424260073;TESSy COVID-19
Greece;EL;2021-10;50-64yr;3945;2214915;334.2340450988;TESSy COVID-19
Greece;EL;2021-11;50-64yr;3918;2214915;355.0023364328;TESSy COVID-19
Greece;EL;2021-12;50-64yr;4150;2214915;364.2577706142;TESSy COVID-19
Greece;EL;2021-13;50-64yr;5158;2214915;420.2418602971;TESSy COVID-19
Greece;EL;2021-14;50-64yr;4870;2214915;452.7487510807;TESSy COVID-19
Greece;EL;2021-15;50-64yr;4398;2214915;418.4359219203;TESSy COVID-19
Greece;EL;2021-16;50-64yr;4181;2214915;387.3286333787;TESSy COVID-19
Greece;EL;2021-17;50-64yr;3421;2214915;343.2185885237;TESSy COVID-19
Greece;EL;2021-18;50-64yr;3385;2214915;307.280414824;TESSy COVID-19
Greece;EL;2021-19;50-64yr;2920;2214915;284.6610366538;TESSy COVID-19
Greece;EL;2021-20;50-64yr;2420;2214915;241.0927733118;TESSy COVID-19
Greece;EL;2021-21;50-64yr;1961;2214915;197.7954007264;TESSy COVID-19
Greece;EL;2021-22;50-64yr;1229;2214915;144.0235855552;TESSy COVID-19
Greece;EL;2021-23;50-64yr;779;2214915;90.6581065188;TESSy COVID-19
Greece;EL;2021-24;50-64yr;450;2214915;55.4874566293;TESSy COVID-19
Greece;EL;2021-25;50-64yr;331;2214915;35.2609468083;TESSy COVID-19
Greece;EL;2021-26;50-64yr;386;2214915;32.3714454054;TESSy COVID-19
Greece;EL;2021-27;50-64yr;972;2214915;61.3116078947;TESSy COVID-19
Greece;EL;2021-28;50-64yr;1688;2214915;120.0949020617;TESSy COVID-19
Greece;EL;2021-29;50-64yr;1973;2214915;165.2885099428;TESSy COVID-19
Greece;EL;2021-30;50-64yr;2046;2214915;181.4516584158;TESSy COVID-19
Greece;EL;2021-31;50-64yr;2448;2214915;202.8971766411;TESSy COVID-19
Greece;EL;2021-32;50-64yr;3107;2214915;250.7996920875;TESSy COVID-19
Greece;EL;2021-33;50-64yr;3098;2214915;280.1461907116;TESSy COVID-19
Greece;EL;2021-34;50-64yr;3266;2214915;287.3247957597;TESSy COVID-19
Greece;EL;2021-35;50-64yr;2871;2214915;277.0760954709;TESSy COVID-19
Greece;EL;2021-36;50-64yr;2458;2214915;240.5961402582;TESSy COVID-19
Greece;EL;2021-37;50-64yr;2506;2214915;224.1169525693;TESSy COVID-19
Greece;EL;2021-38;50-64yr;2142;2214915;209.850039392;TESSy COVID-19
Greece;EL;2021-39;50-64yr;2277;2214915;199.5110421845;TESSy COVID-19
Greece;EL;2021-40;50-64yr;2405;2214915;211.3850870124;TESSy COVID-19
Greece;EL;2021-41;50-64yr;2758;2214915;233.1014959942;TESSy COVID-19
Greece;EL;2021-42;50-64yr;3663;2214915;289.8982579467;TESSy COVID-19
Greece;EL;2021-43;50-64yr;4554;2214915;370.9848910681;TESSy COVID-19
Greece;EL;2021-44;50-64yr;7284;2214915;534.467462634;TESSy COVID-19
Greece;EL;2021-45;50-64yr;8015;2214915;690.7262806925;TESSy COVID-19
Greece;EL;2021-46;50-64yr;8274;2214915;735.42325552;TESSy COVID-19
Greece;EL;2021-47;50-64yr;8087;2214915;738.6739445983;TESSy COVID-19
Greece;EL;2021-48;50-64yr;7240;2214915;691.9904375563;TESSy COVID-19
Greece;EL;2021-49;50-64yr;6155;2214915;604.7636139536;TESSy COVID-19
Greece;EL;2021-50;50-64yr;4856;2214915;497.1296866923;TESSy COVID-19
Greece;EL;2021-51;50-64yr;5943;2214915;487.5582132949;TESSy COVID-19
Greece;EL;2021-52;50-64yr;22272;2214915;1273.8637825831;TESSy COVID-19
Greece;EL;2022-01;50-64yr;42510;2214915;2924.8074982561;TESSy COVID-19
Greece;EL;2022-02;50-64yr;25666;2214915;3078.0413695334;TESSy COVID-19
Greece;EL;2022-03;50-64yr;19036;2214915;2018.2264330685;TESSy COVID-19
Greece;EL;2022-04;50-64yr;17828;2214915;1664.3528081213;TESSy COVID-19
Greece;EL;2022-05;50-64yr;18460;2214915;1638.3472954944;TESSy COVID-19
Greece;EL;2022-06;50-64yr;17423;2214915;1620.0621694286;TESSy COVID-19
Greece;EL;2022-07;50-64yr;17488;2214915;1576.1778668707;TESSy COVID-19
Greece;EL;2022-08;50-64yr;15425;2214915;1485.9712449462;TESSy COVID-19
Greece;EL;2022-09;50-64yr;15808;2214915;1410.1218331178;TESSy COVID-19
Greece;EL;2022-10;50-64yr;20568;2214915;1642.3203599235;TESSy COVID-19
Greece;EL;2022-11;50-64yr;28497;2214915;2215.2091615254;TESSy COVID-19
Greece;EL;2022-12;50-64yr;27989;2214915;2550.2558788938;TESSy COVID-19
Greece;EL;2022-13;50-64yr;28951;2214915;2570.7532794712;TESSy COVID-19
Greece;EL;2022-14;50-64yr;20416;2214915;2228.8439962707;TESSy COVID-19
Greece;EL;2022-15;50-64yr;12649;2214915;1492.8338107783;TESSy COVID-19
Greece;EL;2022-16;50-64yr;9585;2214915;1003.8308467819;TESSy COVID-19
Greece;EL;2022-17;50-64yr;9989;2214915;883.7359447202;TESSy COVID-19
Greece;EL;2022-18;50-64yr;7079;2214915;770.5939054095;TESSy COVID-19
Greece;EL;2022-19;50-64yr;6144;2214915;596.9980789331;TESSy COVID-19
Greece;EL;2022-20;50-64yr;5509;2214915;526.114997641;TESSy COVID-19
Greece;EL;2022-21;50-64yr;5336;2214915;489.6350424283;TESSy COVID-19
Greece;EL;2022-22;50-64yr;5538;2214915;490.9443477515;TESSy COVID-19
Greece;EL;2022-23;50-64yr;6809;2214915;557.4480284796;TESSy COVID-19
Greece;EL;2022-24;50-64yr;10264;2214915;770.8196477066;TESSy COVID-19
Greece;EL;2022-25;50-64yr;16808;2214915;1222.2590934641;TESSy COVID-19
Greece;EL;2022-26;50-64yr;24143;2214915;1848.8745617778;TESSy COVID-19
Greece;EL;2022-27;50-64yr;29266;2214915;2411.3340692532;TESSy COVID-19
Greece;EL;2022-28;50-64yr;29394;2214915;2648.4086296765;TESSy COVID-19
Greece;EL;2022-29;50-64yr;26657;2214915;2530.6162990453;TESSy COVID-19
Greece;EL;2022-30;50-64yr;23370;2214915;2258.6419794891;TESSy COVID-19
Greece;EL;2022-31;50-64yr;19444;2214915;1932.9861416804;TESSy COVID-19
Greece;EL;2022-32;50-64yr;14065;2214915;1512.8797267615;TESSy COVID-19
Greece;EL;2022-33;50-64yr;10514;2214915;1109.7039841258;TESSy COVID-19
Greece;EL;2022-34;50-64yr;9497;2214915;903.4658214875;TESSy COVID-19
Greece;EL;2022-35;50-64yr;7660;2214915;774.612118298;TESSy COVID-19
Greece;EL;2022-36;50-64yr;6542;2214915;641.1984207069;TESSy COVID-19
Greece;EL;2022-37;50-64yr;6416;2214915;585.0337371863;TESSy COVID-19
Greece;EL;2022-38;50-64yr;7348;2214915;621.4233954802;TESSy COVID-19
Greece;EL;2022-39;50-64yr;10232;2214915;793.7099166334;TESSy COVID-19
Greece;EL;2022-40;50-64yr;10509;2214915;936.4241968653;TESSy COVID-19
Greece;EL;2022-41;50-64yr;11865;2214915;1010.151631101;TESSy COVID-19
Greece;EL;2022-42;50-64yr;11233;2214915;1042.8391157223;TESSy COVID-19
Greece;EL;2022-43;50-64yr;11066;2214915;1006.7654966443;TESSy COVID-19
Greece;EL;2022-44;50-64yr;12407;2214915;1059.7697880054;TESSy COVID-19
Greece;EL;2022-45;50-64yr;11111;2214915;1061.8014686794;TESSy COVID-19
Greece;EL;2022-46;50-64yr;10409;2214915;971.5948467548;TESSy COVID-19
Greece;EL;2022-47;50-64yr;8489;2214915;853.2155861512;TESSy COVID-19
Greece;EL;2022-48;50-64yr;8607;2214915;771.8580622733;TESSy COVID-19
Greece;EL;2022-49;50-64yr;9970;2214915;838.7229306768;TESSy COVID-19
Greece;EL;2022-50;50-64yr;9114;2214915;861.6131996036;TESSy COVID-19
Greece;EL;2022-51;50-64yr;7379;2214915;744.633541242;TESSy COVID-19
Greece;EL;2022-52;50-64yr;9502;2214915;762.1511434976;TESSy COVID-19
Greece;EL;2023-01;50-64yr;11044;2214915;927.6202472781;TESSy COVID-19
Greece;EL;2023-02;50-64yr;9388;2214915;922.473322904;TESSy COVID-19
Greece;EL;2023-03;50-64yr;6352;2214915;710.6367512975;TESSy COVID-19
Greece;EL;2023-04;50-64yr;3900;2214915;462.8620059912;TESSy COVID-19
Greece;EL;2023-05;50-64yr;3137;2214915;317.7097089505;TESSy COVID-19
Greece;EL;2023-06;50-64yr;3067;2214915;280.1010422522;TESSy COVID-19
Greece;EL;2023-07;50-64yr;3551;2214915;298.7925044528;TESSy COVID-19
Greece;EL;2023-08;50-64yr;3938;2214915;338.1168126091;TESSy COVID-19
Greece;EL;2023-09;50-64yr;3510;2214915;336.2657257728;TESSy COVID-19
Greece;EL;2020-01;65-79yr;0;1632152;NA;TESSy COVID-19
Greece;EL;2020-02;65-79yr;0;1632152;0;TESSy COVID-19
Greece;EL;2020-03;65-79yr;0;1632152;0;TESSy COVID-19
Greece;EL;2020-04;65-79yr;0;1632152;0;TESSy COVID-19
Greece;EL;2020-05;65-79yr;0;1632152;0;TESSy COVID-19
Greece;EL;2020-06;65-79yr;0;1632152;0;TESSy COVID-19
Greece;EL;2020-07;65-79yr;0;1632152;0;TESSy COVID-19
Greece;EL;2020-08;65-79yr;0;1632152;0;TESSy COVID-19
Greece;EL;2020-09;65-79yr;1;1632152;0.0612688034;TESSy COVID-19
Greece;EL;2020-10;65-79yr;22;1632152;1.4091824781;TESSy COVID-19
Greece;EL;2020-11;65-79yr;40;1632152;3.7986658105;TESSy COVID-19
Greece;EL;2020-12;65-79yr;54;1632152;5.7592675192;TESSy COVID-19
Greece;EL;2020-13;65-79yr;101;1632152;9.4966645263;TESSy COVID-19
Greece;EL;2020-14;65-79yr;61;1632152;9.9255461501;TESSy COVID-19
Greece;EL;2020-15;65-79yr;37;1632152;6.0043427328;TESSy COVID-19
Greece;EL;2020-16;65-79yr;13;1632152;3.0634401698;TESSy COVID-19
Greece;EL;2020-17;65-79yr;18;1632152;1.8993329053;TESSy COVID-19
Greece;EL;2020-18;65-79yr;13;1632152;1.8993329053;TESSy COVID-19
Greece;EL;2020-19;65-79yr;22;1632152;2.1444081189;TESSy COVID-19
Greece;EL;2020-20;65-79yr;4;1632152;1.5929888883;TESSy COVID-19
Greece;EL;2020-21;65-79yr;4;1632152;0.4901504272;TESSy COVID-19
Greece;EL;2020-22;65-79yr;5;1632152;0.5514192306;TESSy COVID-19
Greece;EL;2020-23;65-79yr;17;1632152;1.3479136747;TESSy COVID-19
Greece;EL;2020-24;65-79yr;15;1632152;1.9606017087;TESSy COVID-19
Greece;EL;2020-25;65-79yr;20;1632152;2.1444081189;TESSy COVID-19
Greece;EL;2020-26;65-79yr;7;1632152;1.6542576917;TESSy COVID-19
Greece;EL;2020-27;65-79yr;21;1632152;1.7155264951;TESSy COVID-19
Greece;EL;2020-28;65-79yr;19;1632152;2.4507521358;TESSy COVID-19
Greece;EL;2020-29;65-79yr;23;1632152;2.5732897426;TESSy COVID-19
Greece;EL;2020-30;65-79yr;35;1632152;3.553590597;TESSy COVID-19
Greece;EL;2020-31;65-79yr;35;1632152;4.2888162377;TESSy COVID-19
Greece;EL;2020-32;65-79yr;48;1632152;5.0853106818;TESSy COVID-19
Greece;EL;2020-33;65-79yr;79;1632152;7.7811380313;TESSy COVID-19
Greece;EL;2020-34;65-79yr;87;1632152;10.1706213637;TESSy COVID-19
Greece;EL;2020-35;65-79yr;107;1632152;11.8861478588;TESSy COVID-19
Greece;EL;2020-36;65-79yr;111;1632152;13.3565991403;TESSy COVID-19
Greece;EL;2020-37;65-79yr;139;1632152;15.3172008489;TESSy COVID-19
Greece;EL;2020-38;65-79yr;146;1632152;17.4616089678;TESSy COVID-19
Greece;EL;2020-39;65-79yr;168;1632152;19.2384042663;TESSy COVID-19
Greece;EL;2020-40;65-79yr;218;1632152;23.6497581108;TESSy COVID-19
Greece;EL;2020-41;65-79yr;212;1632152;26.3455854602;TESSy COVID-19
Greece;EL;2020-42;65-79yr;238;1632152;27.5709615281;TESSy COVID-19
Greece;EL;2020-43;65-79yr;375;1632152;37.5577764816;TESSy COVID-19
Greece;EL;2020-44;65-79yr;786;1632152;71.1330807425;TESSy COVID-19
Greece;EL;2020-45;65-79yr;1394;1632152;133.5659914028;TESSy COVID-19
Greece;EL;2020-46;65-79yr;1985;1632152;207.0272866743;TESSy COVID-19
Greece;EL;2020-47;65-79yr;2213;1632152;257.2064366554;TESSy COVID-19
Greece;EL;2020-48;65-79yr;1811;1632152;246.5456648645;TESSy COVID-19
Greece;EL;2020-49;65-79yr;1399;1632152;196.6728589004;TESSy COVID-19
Greece;EL;2020-50;65-79yr;1101;1632152;153.1720084894;TESSy COVID-19
Greece;EL;2020-51;65-79yr;846;1632152;119.2903602115;TESSy COVID-19
Greece;EL;2020-52;65-79yr;555;1632152;85.8375935575;TESSy COVID-19
Greece;EL;2020-53;65-79yr;561;1632152;68.3759845897;TESSy COVID-19
Greece;EL;2021-01;65-79yr;551;1632152;68.1309093761;TESSy COVID-19
Greece;EL;2021-02;65-79yr;453;1632152;61.5138786093;TESSy COVID-19
Greece;EL;2021-03;65-79yr;412;1632152;52.9975149373;TESSy COVID-19
Greece;EL;2021-04;65-79yr;600;1632152;62.0040290365;TESSy COVID-19
Greece;EL;2021-05;65-79yr;805;1632152;86.082668771;TESSy COVID-19
Greece;EL;2021-06;65-79yr;912;1632152;105.1985354305;TESSy COVID-19
Greece;EL;2021-07;65-79yr;883;1632152;109.9775020954;TESSy COVID-19
Greece;EL;2021-08;65-79yr;1336;1632152;135.9554747352;TESSy COVID-19
Greece;EL;2021-09;65-79yr;1658;1632152;183.4387973669;TESSy COVID-19
Greece;EL;2021-10;65-79yr;2072;1632152;228.5326366662;TESSy COVID-19
Greece;EL;2021-11;65-79yr;1954;1632152;246.6682024713;TESSy COVID-19
Greece;EL;2021-12;65-79yr;2121;1632152;249.6703738377;TESSy COVID-19
Greece;EL;2021-13;65-79yr;2756;1632152;298.8079541611;TESSy COVID-19
Greece;EL;2021-14;65-79yr;2544;1632152;324.7246579975;TESSy COVID-19
